id,canonical_name,site,context,findspot,support,scribe,linear_a_text,linear_a_text_with_linebreaks,transliteration_text,gloss_text,image_rights,image_rights_url,source_dataset,undeciphered_language_notice
HT107,HT107,Haghia Triada,LMIB,Casa Room 7,Tablet,,"𐝫
𐝫𐄉𐝫
𐘃𐄗𐄌𐙸𐄍","𐝫
𐝫𐄉𐝫
𐝫
𐘃𐄗𐄌
𐙸𐄍","𐝫 
 3 
 𐝫 
 TE 84 
 *332 7","𐝫 
 3 
 𐝫 
 TE 84 
 *332 7",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=210,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT108,HT108,Haghia Triada,LMIB,Casa Room 7,Tablet,HT Scribe 2,"𐘸𐘙𐘳𐘅𐙇𐄇𐛶𐄖
—
𐘆𐘅𐘁𐄈𐘬𐘲𐘝𐄋𐝫
𐝫𐄁𐝫𐘽𐘠𐄐𐘶𐝫
𐝫","𐘸𐘙𐘳𐘅𐙇𐄇
𐛶𐄖
—
𐘆𐘅𐘁𐄈
𐘬𐘲𐘝𐄋𐝫
𐝫𐄁𐝫𐘽𐘠𐄐
𐘶𐝫
𐝫","KI-RE-TA-NA VIR+[?] 1 
 GRA+H 70 
 — 
 DI-NA-RO 2 
 DU-SU-NI 5 
 𐄁 RA₂-TI 10 
 JU 
 𐝫","KI-RE-TA-NA VIR+[?] 1 
 GRA+H 70 
 — 
 DI-NA-RO 2 
 DU-SU-NI 5 
 𐄁 RA₂-TI 10 
 flour 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=210,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT109,HT109,Haghia Triada,LMIB,Casa Room 7,Tablet,HT Scribe 7,"𐝫
𐝫𐘙𐄊𐝫
𐝫𐘳𐄊
𐝫𐙂𐘁𐄙𐄑𐄏
𐝫𐘇𐘴𐘶𐄙𐄑𐄉","𐝫
𐝫𐘙𐄊𐝫
𐝫
𐝫𐘳𐄊
𐙂𐘁𐄙𐄑𐄏
𐘇𐘴𐘶𐄙𐄑𐄉","𐝫 
 RE 4 
 𐝫 
 TA 4 
 KU-RO 129 
 A-RA-JU 123","𐝫 
 RE 4 
 𐝫 
 TA 4 
 ""total"" 129 
 A-RA-JU 123",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=212,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT10a,HT10a,Haghia Triada,LMIB,Villa Magazine,Tablet,,"𐙂𐘝𐘲𐄁𐘞𐙁𐄊𐄁
𐘉𐙱𐘍𐄊
𐘂𐄁𐘀𐘙𐄐𐄌𐝆𐙕
𐄌𐘉𐙱𐘍𐄐𐄊𐝫𐙙𐘘
𐄈𐝆𐘀𐘭𐘀𐄎𐘋𐘍𐄉","𐙂𐘝𐘲𐄁
𐘞𐙁𐄊
𐄁𐘂𐄁
𐘀𐘙𐄐𐄌𐝆
𐘉𐙱𐘍𐄊
𐙕𐄌
𐘉𐙱𐘍𐄐𐄊𐝫
𐙙𐘘𐄈𐝆
𐘀𐘭𐘀𐄎
𐘋𐘍𐄉","KU-NI-SU 𐄁 
 SA-MA 4 
 𐄁 PA 𐄁 
 DA-RE 16 ¹⁄₂ 
 U-*325-ZA 4 
 *301 6 
 U-*325-ZA 14 
 *305-RU 2 ¹⁄₂ 
 DA-RI-DA 8 
 ME-ZA 3","Kunisu (a place) 𐄁 
 SA-MA 4 
 𐄁 PA 𐄁 
 DA-RE 16 ¹⁄₂ 
 U-*325-ZA 4 
 *301 6 
 U-*325-ZA 14 
 *305-RU 2 ¹⁄₂ 
 DA-RI-DA 8 
 ME-ZA 3",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=56,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT10b,HT10b,Haghia Triada,LMIB,Villa Magazine,Tablet,,"𐘉𐘠𐄇𐘀𐘙𐄈𐘳
𐘭𐘅𐄐𐄋𐙢𐘳𐄌𐝆
𐘾𐘞𐘘𐄌
𐘳𐘅𐘠𐄏𐝃","𐘉𐘠𐄇
𐘀𐘙𐄈
𐘳𐘭𐘅𐄐𐄋
𐙢𐘳𐄌𐝆
𐘾𐘞𐘘𐄌
𐘳𐘅𐘠𐄏𐝃","U-TI 1 
 DA-RE 2 
 TA-RI-NA 15 
 *312-TA 6 ¹⁄₂ 
 KA-SA-RU 6 
 TA-NA-TI 9 ¹⁄₄","U-TI 1 
 DA-RE 2 
 TA-RI-NA 15 
 *312-TA 6 ¹⁄₂ 
 KA-SA-RU 6 
 TA-NA-TI 9 ¹⁄₄",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=56,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT110a,HT110a,Haghia Triada,LMIB,Casa Room 7,Tablet,,"𐘤𐘬𐘟𐙂𐘻
𐜚𐄑𐙂𐘂𐄇
𐙂𐘁𐄙𐝫
𐝫𐘝𐄐𐄋𐝫
𐝫𐄕","𐘤𐘬𐘟𐙂𐘻𐜚𐄑
𐙂𐘂𐄇
𐙂𐘁𐄙𐝫
𐝫𐘝𐄐𐄋𐝫
𐝫𐄕","SI-DU-*34-KU-MI CYP+E 20 
 KU-PA 1 
 KU-RO 100 
 NI 15 
 60","SI-DU-*34-KU-MI cyperus 20 
 ""transaction term?"" 1 
 ""total"" 100 
 figs 15 
 60",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=214,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT110b,HT110b,Haghia Triada,LMIB,Casa Room 7,Tablet,,"𐙉𐝫𐘁𐄑𐜧
𐄉𐝫𐄇𐙁𐄋𐝆
𐝫𐄈𐘝𐄇𐝆
𐝫𐄇𐙁𐄈𐙕𐝕","𐙉𐝫
𐝫𐘁𐄑
𐜧𐄉𐝫
𐝫𐄇
𐙁𐄋𐝆
𐝫𐄈
𐘝𐄇𐝆𐝫
𐝫𐄇
𐙁𐄈
𐙕𐝕","GRA 
 RO 20 
 *648 3 
 1 
 MA 5 ¹⁄₂ 
 2 
 NI 1 ¹⁄₂ 
 1 
 MA 2 
 *301 ³⁄₄","grain 
 RO 20 
 *648 3 
 1 
 MA 5 ¹⁄₂ 
 2 
 figs 1 ¹⁄₂ 
 1 
 MA 2 
 *301 ³⁄₄",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=214,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT111a,HT111a,Haghia Triada,LMIB,Casa Room 7,Tablet,,"𐝫
𐝫
𐝫𐘿𐘾𐄎𐘌𐘞𐝫
𐝫𐘌𐘘𐄎𐘆𐄐𐄊𐝫
𐝫𐘝𐝫
𐝫","𐝫
𐝫
𐝫𐘿𐘾𐄎
𐘌𐘞𐝫
𐝫𐘌𐘘𐄎
𐘆𐄐𐄊𐝫
𐝫𐘝𐝫
𐝫","𐝫 
 𐝫 
 QE-KA 8 
 QA-SA 
 QA-RU 8 
 DI 14 
 NI 
 𐝫","𐝫 
 𐝫 
 QE-KA 8 
 QA-SA 
 QA-RU 8 
 DI 14 
 figs 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=216,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT111b,HT111b,Haghia Triada,LMIB,Casa Room 7,Tablet,,"𐝫
𐝫𐄐𐄎𐘞𐘆𐄊𐝫
𐝫𐄉𐘿𐝫
𐝫𐘝𐄇𐝫𐘅𐝫
𐝫","𐝫
𐝫𐄐𐄎
𐘞𐘆𐄊𐝫
𐝫𐄉
𐘿𐝫
𐘅𐝫𐝫𐘝𐄇𐝫
𐝫","𐝫 
 18 
 SA-DI 4 
 3 
 QE 
 NA NI 1 
 𐝫","𐝫 
 18 
 SA-DI 4 
 3 
 QE 
 NA figs 1 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=216,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT112a,HT112a,Haghia Triada,LMIB,Casa Room 7,Tablet,HT Scribe 9,"𐘐𐝫
𐝫𐘹𐘂𐝫
𐝫
𐝫","𐘐𐝫
𐝫𐘹𐘂𐝫
𐝫
𐝫","*21F 
 TU-PA 
 𐝫 
 𐝫","ewe 
 TU-PA 
 𐝫 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=218,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT112b,HT112b,Haghia Triada,LMIB,Casa Room 7,Tablet,HT Scribe 9,"𐝫𐙗𐄌𐝫
𐝫
𐝫
𐝫","𐝫𐙗𐄌𐝫
𐝫
𐝫
𐝫","CYP 6 
 𐝫 
 𐝫 
 𐝫","cyperus 6 
 𐝫 
 𐝫 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=218,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT113,HT113,Haghia Triada,LMIB,Casa Room 7,Tablet,,"𐘴𐘭𐘦𐝫
𐝫𐘣𐘞𐄁𐝫𐄐𐄐𐄐
𐘵𐄈𐝆
𐝫","𐘴𐘭𐘦𐝫
𐝫𐘣𐘞𐄁𐝫𐝫𐄐𐄐𐄐
𐘵𐄈𐝆
𐝫","RA-RI-DE 
 WI-SA 𐄁 
 
 30 O 2 ¹⁄₂ 𐝫","RA-RI-DE 
 WI-SA 𐄁 
 
 30 O 2 ¹⁄₂ 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=220,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT113ter,HT113ter,Haghia Triada,LMIB,Casa Room 7,Tablet,,"𐝫𐘻𐝫
𐝫𐄊𐝫
𐝫","𐝫𐘻𐝫
𐝫𐄊𐝫
𐝫","MI 
 4 
 𐝫","liquid? 
 4 
 𐝫",,,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT114a,HT114a,Haghia Triada,LMIB,Casa Room 9,Tablet,HT Scribe 4,"𐘸𐘭𐘷𐘞
𐘽𐙉𐄐𐙖𐄍
𐘝𐄇𐙍𐄇𐘖
𐄉","𐘸𐘭𐘷
𐘞𐘽𐙉𐄐
𐙖𐄍
𐘝𐄇
𐙍𐄇
𐘖𐄉","KI-RI-TA₂ 
 SA-RA₂ GRA 10 
 OLE 7 
 NI 1 
 VIN 1 
 *23M 3","KI-RI-TA₂ 
 SA-RA₂ grain 10 
 olive oil 7 
 figs 1 
 wine 1 
 bull 3",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=222,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT114b,HT114b,Haghia Triada,LMIB,Casa Room 9,Tablet,HT Scribe 4,𐘞𐙍𐄏,𐘞𐙍𐄏,SA-VIN 9,wine 9,© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=222,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT115a,HT115a,Haghia Triada,LMIB,Casa Room 9,Tablet,HT Scribe 8,"𐘨𐘯𐘴𐘱𐄁𐘚𐄁𐛯𐘭𐘳𐙁
𐘯𐘣𐄈𐙕𐘉𐘴𐘅𐘐
𐘗𐘻𐘅𐄇𐘈𐙂𐘹𐝆
𐘂𐘴𐘗𐄇𐘇𐘈𐘱𐝂𐝂𐝂𐝂
𐘾𐘊𐘘𐄇
𐘭𐘲𐙁𐝫
𐘲𐄈𐝂𐝫
𐝫","𐘨𐘯𐘴𐘱𐄁𐘚𐄁𐛯
𐘭𐘳𐙁𐘯𐘣𐄈
𐙕𐘉𐘴
𐘅𐘐𐘗𐘻𐘅𐄇
𐘈𐙂𐘹𐝆
𐘂𐘴𐘗𐄇
𐘇𐘈𐘱𐝂𐝂𐝂𐝂
𐘾𐘊𐘘𐄇
𐘭𐘲𐙁𐝫
𐘲𐄈𐝂𐝫
𐝫","*47-NU-RA-JA 𐄁 I 𐄁 GRA+BOSm 
 RI-TA-MA-NU-WI 2 
 *301-U-RA 
 NA-*21F-NE-MI-NA 1 
 SE-KU-TU ¹⁄₂ 
 PA-RA-NE 1 
 A-SE-JA 𐝂𐝂𐝂𐝂 
 KA-PO-RU 1 
 RI-SU-MA 
 SU 2 ¹⁄₅ 
 𐝫","*47-NU-RA-JA 𐄁 I 𐄁 grain 
 RI-TA-MA-NU-WI 2 
 *301-U-RA 
 NA-*21F-NE-MI-NA 1 
 SE-KU-TU ¹⁄₂ 
 PA-RA-NE 1 
 A-SE-JA 𐝂𐝂𐝂𐝂 
 KA-PO-RU 1 
 RI-SU-MA 
 SU 2 ¹⁄₅ 
 𐝫",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=224,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT115b,HT115b,Haghia Triada,LMIB,Casa Room 9,Tablet,HT Scribe 8,"𐝫𐘘𐄁𐘂𐘴𐘗𐝆
𐘠𐘯𐘱𐄁𐘯𐘣𐄁𐙉𐝆𐘬𐘰𐘅𐄇
𐙂𐘘𐙁𐄁𐘚𐝆𐙚𐘹𐘱𐄇
𐘇𐘚𐝫𐄁𐝫𐄇𐜞𐄇𐙂𐘳𐝫","𐝫𐘘𐄁𐘂𐘴𐘗𐝆
𐘠𐘯𐘱𐄁𐘯𐘣𐄁𐙉𐝆
𐘬𐘰𐘅𐄇
𐙂𐘘𐙁𐄁𐘚𐝆
𐙚𐘹𐘱𐄇
𐘇𐘚𐝫𐄇
𐜞𐄇
𐙂𐘳𐝫","RU 𐄁 PA-RA-NE ¹⁄₂ 
 TI-NU-JA 𐄁 NU-WI 𐄁 GRA ¹⁄₂ 
 DU-PA₃-NA 1 
 KU-RU-MA 𐄁 I ¹⁄₂ 
 *306-TU-JA 1 
 A-I 1 
 *306+MI 1 
 KU-TA","RU 𐄁 PA-RA-NE ¹⁄₂ 
 TI-NU-JA 𐄁 NU-WI 𐄁 grain ¹⁄₂ 
 DU-PA₃-NA 1 
 KU-RU-MA 𐄁 I ¹⁄₂ 
 *306-TU-JA 1 
 A-I 1 
 *306+MI 1 
 KU-TA",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=224,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT116a,HT116a,Haghia Triada,LMIB,Casa Room 9,Tablet,,"𐘉𐘳𐘁𐄁𐘃𐄁𐙂𐘂𐘱𐙉
𐄐𐄌𐘫𐘽𐄁𐙉𐄓𐜉𐄋
𐛉𐙉𐄐𐄌𐜓𐄇𐜗𐄌
𐙋𐄉𐘢𐘟𐘃𐙉𐄋
𐙖𐝫𐄋𐜗𐄇𐛺𐄈𐘤𐘸
𐘗𐙉𐄐𐄈𐙘𐄐𐄈𐘌𐘯𐙁
𐙉𐄑𐙘𐄉","𐘉𐘳𐘁𐄁𐘃𐄁
𐙂𐘂𐘱𐙉𐄐𐄌
𐘫𐘽𐄁𐙉𐄓
𐜉𐄋
𐛉𐙉𐄐𐄌
𐜓𐄇
𐜗𐄌
𐙋𐄉
𐘢𐘟𐘃𐙉𐄋
𐙖𐝫𐄋
𐜗𐄇
𐛺𐄈
𐘤𐘸𐘗𐙉𐄐𐄈
𐙘𐄐𐄈
𐘌𐘯𐙁𐙉𐄑
𐙘𐄉","U-TA-RO 𐄁 TE 𐄁 
 KU-PA-JA GRA 16 
 PU-RA₂ 𐄁 GRA 40 
 OLE+DI 5 
 SI+SE GRA 16 
 OLE+KI 1 
 OLE+MI 6 
 OLIV 3 
 PI-*34-TE GRA 5 
 OLE 5 
 OLE+MI 1 
 *OLIV+TU 2 
 SI-KI-NE GRA 12 
 *304 12 
 QA-NU-MA GRA 20 
 *304 3","U-TA-RO 𐄁 TE 𐄁 
 KU-PA-JA grain 16 
 PU-RA₂ 𐄁 grain 40 
 olive oil 5 
 SI+SE grain 16 
 olive oil 1 
 olive oil 6 
 olives 3 
 PI-*34-TE grain 5 
 olive oil 5 
 olive oil 1 
 *OLIV+TU 2 
 SI-KI-NE grain 12 
 olive oil 12 
 QA-NU-MA grain 20 
 olive oil 3",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=228,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT116b,HT116b,Haghia Triada,LMIB,Casa Room 9,Tablet,,"𐙂𐘁𐙉𐄙𐝫𐙘𐄐𐄋
𐙖𐄐𐄍","𐙂𐘁𐙉𐄙𐝫
𐙘𐄐𐄋
𐙖𐄐𐄍","KU-RO GRA 100 
 *304 15 
 OLE 17","""total"" grain 100 
 olive oil 15 
 olive oil 17",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=228,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT117a,HT117a,Haghia Triada,LMIB,Casa Room 9,Tablet,HT Scribe 9,"𐙁𐘾𐘭𐘃𐄁𐘸𐘁𐄁𐘉𐘻
𐘅𐘤𐄁𐘉𐘲𐄇𐘻𐘹𐄇𐙂
𐘴𐘕𐄇𐙁𐘘𐄇𐙂𐘰𐘯𐄇𐘹
𐘶𐙁𐄇𐘉𐘆𐘻𐄇𐘻𐘘𐘳
𐘴𐘙𐄇𐘃𐘱𐘙𐄇𐘅𐘀𐘙𐄇
𐙂𐘁𐄐
—
𐘞𐘳𐄁𐙂𐙂𐘀𐘴𐄇𐘺𐘞𐘚
𐘠𐄇𐘀𐘻𐘯𐄇𐘀𐘗𐙂
𐘠𐄇𐘸𐘀𐘁𐄇","𐙁𐘾𐘭𐘃𐄁𐘸𐘁𐄁𐘉𐘻𐘅𐘤𐄁
𐘉𐘲𐄇
𐘻𐘹𐄇
𐙂𐘴𐘕𐄇
𐙁𐘘𐄇
𐙂𐘰𐘯𐄇
𐘹𐘶𐙁𐄇
𐘉𐘆𐘻𐄇
𐘻𐘘𐘳𐘴𐘙𐄇
𐘃𐘱𐘙𐄇
𐘅𐘀𐘙𐄇
𐙂𐘁𐄐
—
𐘞𐘳𐄁
𐙂𐙂𐘀𐘴𐄇
𐘺𐘞𐘚𐘠𐄇
𐘀𐘻𐘯𐄇
𐘀𐘗𐙂𐘠𐄇
𐘸𐘀𐘁𐄇","MA-KA-RI-TE 𐄁 KI-RO 𐄁 U-MI-NA-SI 𐄁 
 U-SU 1 
 MI-TU 1 
 KU-RA-MU 1 
 MA-RU 1 
 KU-PA₃-NU 1 
 TU-JU-MA 1 
 U-DI-MI 1 
 MI-RU-TA-RA-RE 1 
 TE-JA-RE 1 
 NA-DA-RE 1 
 KU-RO 10 
 — 
 SA-TA 𐄁 
 KU-KU-DA-RA 1 
 KO-SA-I-TI 1 
 DA-MI-NU 1 
 DA-NE-KU-TI 1 
 KI-DA-RO 1","MA-KA-RI-TE 𐄁 ""owed"" 𐄁 ""owed""? 𐄁 
 U-SU 1 
 MI-TU 1 
 KU-RA-MU 1 
 MA-RU 1 
 KU-PA₃-NU 1 
 TU-JU-MA 1 
 U-DI-MI 1 
 MI-RU-TA-RA-RE 1 
 TE-JA-RE 1 
 NA-DA-RE 1 
 ""total"" 10 
 — 
 SA-TA 𐄁 
 KU-KU-DA-RA 1 
 KO-SA-I-TI 1 
 DA-MI-NU 1 
 DA-NE-KU-TI 1 
 KI-DA-RO 1",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=232,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT117b,HT117b,Haghia Triada,LMIB,Casa Room 9,Tablet,HT Scribe 9,"𐘐𐘹𐘗𐄁𐙂𐘙𐘶𐄇
𐘆𐘸𐘈𐄇","𐘐𐘹𐘗𐄁
𐙂𐘙𐘶𐄇
𐘆𐘸𐘈𐄇","*21F-TU-NE 𐄁 
 KU-RE-JU 1 
 DI-KI-SE 1","*21F-TU-NE 𐄁 
 KU-RE-JU 1 
 DI-KI-SE 1",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=232,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT118,HT118,Haghia Triada,LMIB,Casa Room 9,Tablet,HT Scribe 3,"𐙄𐄁𐛀𐄁𐙁𐘆
𐄐𐄋𐘸𐄐𐘌𐘌
𐘘𐄌𐘸𐄊𐘇𐘭𐘲
𐄊𐘸𐄇𐘭𐘘𐙁𐄐
𐙂𐘁𐄒𐘸𐄐𐄋𐝫","𐙄𐄁𐛀𐄁
𐙁𐘆𐄐𐄋
𐘸𐄐
𐘌𐘌𐘘𐄌
𐘸𐄊
𐘇𐘭𐘲𐄊
𐘸𐄇
𐘭𐘘𐙁𐄐
𐙂𐘁𐄒
𐘸𐄐𐄋𐝫","AU 𐄁 *516 𐄁 
 MA-DI 15 
 KI 10 
 QA-QA-RU 6 
 KI 4 
 A-RI-SU 4 
 KI 1 
 RI-RU-MA 10 
 KU-RO 30 
 KI 15","pig 𐄁 *516 𐄁 
 MA-DI 15 
 KI 10 
 QA-QA-RU 6 
 KI 4 
 A-RI-SU 4 
 KI 1 
 RI-RU-MA 10 
 ""total"" 30 
 KI 15",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=236,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT119,HT119,Haghia Triada,LMIB,Casa Room 9,Tablet,HT Scribe 9,"𐙳𐄒𐄊𐙇𐄕𐄍
𐘭𐘻𐘤𐄐𐄉𐘺𐘱𐄐
𐙂𐘰𐘅𐘹𐄍𐘠𐄍
𐘱𐚅𐄐𐙚𐘹𐄈𐙳𐘶
𐄎𐙂𐘁𐄙𐄕","𐙳𐄒𐄊
𐙇𐄕𐄍
𐘭𐘻𐘤𐄐𐄉
𐘺𐘱𐄐
𐙂𐘰𐘅𐘹𐄍
𐘠𐄍
𐘱𐚅𐄐
𐙚𐘹𐄈
𐙳𐘶𐄎
𐙂𐘁𐄙𐄕","*327 34 
 VIR+[?] 67 
 RI-MI-SI 13 
 KO-JA 10 
 KU-PA₃-NA-TU 7 
 TI 7 
 JA-*345 10 
 *306-TU 2 
 *327-JU 8 
 KU-RO 160","*327 34 
 VIR+[?] 67 
 RI-MI-SI 13 
 KO-JA 10 
 KU-PA₃-NA-TU 7 
 TI 7 
 JA-*345 10 
 *306-TU 2 
 *327-JU 8 
 ""total"" 160",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=238,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT11a,HT11a,Haghia Triada,LMIB,Villa Magazine,Tablet,HT Scribe 24,"𐘇𐘘𐘴𐝫𐄁𐝫
𐄉𐘾𐘁𐘅𐄈𐘇
𐙮𐘭𐄇𐙂𐘁𐄐𐘇
𐘲𐘱𐄇𐙇𐘚
𐄉𐘷𐄐𐄋","𐘇𐘘𐘴𐝫𐄁𐝫𐄉
𐘾𐘁𐘅𐄈
𐙮𐘭𐄇
𐙂𐘁𐄐
𐘇𐘲𐘱𐄇
𐙇𐘚𐄉
𐘷𐄐𐄋","A-RU-RA 𐄁 3 
 KA-RO-NA 2 
 *322-RI 1 
 KU-RO 10 
 A-SU-JA 1 
 VIR+[?]-I 3 
 TA₂ 15","A-RU-RA 𐄁 3 
 KA-RO-NA 2 
 *322-RI 1 
 ""total"" 10 
 A-SU-JA 1 
 VIR+[?]-I 3 
 TA₂ 15",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=58,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT11b,HT11b,Haghia Triada,LMIB,Villa Magazine,Tablet,HT Scribe 24,"𐝫𐘦𐘯𐘘𐘽
𐙅𐘾𐄓𐘾𐄒
𐘾𐄔𐘘𐙀𐘅
𐘾𐄒𐘞𐘿𐘭𐄁
𐘾𐄒𐙂𐘁
𐄙𐄗","𐝫𐘦𐘯
𐘘𐘽
𐙅𐘾𐄓
𐘾𐄒
𐘾𐄔
𐘘𐙀𐘅𐘾𐄒
𐘞𐘿𐘭𐄁𐘾𐄒
𐙂𐘁𐄙𐄗","DE-NU 
 RU-RA₂ 
 *86-KA 40 
 KA 30 
 KA 50 
 RU-ZU-NA KA 30 
 SA-QE-RI 𐄁 KA 30 
 KU-RO 180","DE-NU 
 RU-RA₂ 
 *86-KA 40 
 KA 30 
 KA 50 
 RU-ZU-NA KA 30 
 SA-QE-RI 𐄁 KA 30 
 ""total"" 180",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=58,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
HT12,HT12,Haghia Triada,LMIB,Villa Magazine,Tablet,HT Scribe 11,"𐘌𐘠𐘀𐘃𐄁
𐜉𐄋𐙘𐄋
𐘿𐘹𐘗𐄁𐚻𐄇
𐘡𐄒𐛢𐄁𐙈
𐄋𐜚𐄉𐘝𐄇
𐚼𐝇𐘀𐘚𐄔","𐘌𐘠𐘀𐘃𐄁𐜉𐄋
𐙘𐄋
𐘿𐘹𐘗𐄁𐚻𐄇
𐘡𐄒
𐛢𐄁𐙈𐄋
𐜚𐄉
𐘝𐄇
𐚼𐝇
𐘀𐘚𐄔","QA-TI-DA-TE 𐄁 OLE+DI 5 
 *304 5 
 QE-TU-NE 𐄁 QA2+[?]+PU 1 
 E 30 
 *560 𐄁 *118 5 
 CYP+E 3 
 NI 1 
 QA2+[?]+PU+RE ¹⁄₁₆ 
 DA-I 50","QA-TI-DA-TE 𐄁 olive oil 5 
 olive oil 5 
 QE-TU-NE 𐄁 liquid? 1 
 E 30 
 *560 𐄁 talent 5 
 cyperus 3 
 figs 1 
 liquid? ¹⁄₁₆ 
 ""total""? 50",© École Française d'Athènes,papers/GORILA-Vol1.pdf#page=60,LinearA Explorer / GORILA-derived open dataset,"Linear A is undeciphered. Transliteration values are conventional sign readings, not a full decipherment."
